Symbol,Company Name,Market Cap,Revenue,Op. Income,Net Income,EPS,FCF
AMP,"Ameriprise Financial, Inc.",47068849689,17627000000,4361000000,3225000000,32.13,6700000000
XEL,Xcel Energy Inc.,46888267313,13957000000,2512000000,2073000000,3.61,-3901000000
OXY,Occidental Petroleum Corporation,46731354553,27290000000,4246000000,1721000000,1.68,4889000000
ZS,"Zscaler, Inc.",45496378193,2673115000,-128460000,-41478000,-0.27,726693000
OKE,"ONEOK, Inc.",46532669288,27953000000,5347000000,3093000000,5.13,2883000000
CBRE,"CBRE Group, Inc.",47013583350,38104000000,1464000000,1090000000,3.57,727000000
GRMN,Garmin Ltd.,46290943894,6758246000,1758675000,1568435000,8.10,1126820000
STX,Seagate Technology Holdings plc,46264361339,9097000000,1890000000,1469000000,6.77,819000000
CTVA,"Corteva, Inc.",46239919000,17177000000,2227000000,1401000000,2.06,2594000000
PAYX,"Paychex, Inc.",46182814496,5571700000,2207700000,1657300000,4.58,1709100000
GWW,"W.W. Grainger, Inc.",45906039534,17481000000,2669000000,1922000000,39.41,1419000000
VALE,Vale S.A.,45675932893,38056000000,2016561676,6166000000,1.44,1217264520
BIDU,"Baidu, Inc.",45271253755,18476495132,2476119571,3875243394,10.82,
XYZ,"Block, Inc.",44907743129,23834615000,1149617000,2958104000,4.68,1059437000
RDDT,"Reddit, Inc.",44938067739,1668046000,131340000,216344000,1.53,396849000
TAK,Takeda Pharmaceutical Company Limited,46552159940,30940925414,2412328540,945497238,0.30,6026388791
EW,Edwards Lifesciences Corporation,44766375000,5685100000,1422100000,4147600000,6.98,587900000
HEI,HEICO Corporation,38839066371,4289298000,958622000,641777000,4.58,782439000
FERG,Ferguson Enterprises Inc.,44541579653,30762000000,2606000000,1856000000,9.32,1603000000
EXC,Exelon Corporation,44530339792,23766000000,4745000000,2653000000,2.63,-1764000000
WCN,"Waste Connections, Inc.",44405750638,9234002000,1140478000,643828000,2.48,1150721000
ARGX,argenx SE,43527330348,1917647,-2743525000,1280398000,19.65,397558000
MSCI,MSCI Inc.,43743851174,2986719000,1608785000,1178666000,15.10,1359137000
TEAM,Atlassian Corporation,43718713525,5215304000,-130392000,-256687000,-0.98,1415543000
CPRT,"Copart, Inc.",43386427922,4646958000,1696714000,1552449000,1.59,1262591000
KR,The Kroger Co.,43378901880,147000000000,3925000000,2727000000,3.94,2316000000
AIG,"American International Group, Inc.",43201220223,27802000000,5120000000,3199000000,5.16,3159000000
AME,"AMETEK, Inc.",43045199065,6980193000,1831287000,1437623000,6.21,1683675000
FANG,"Diamondback Energy, Inc.",42916317290,14082000000,4934000000,3837000000,13.93,-8437000000
MPWR,"Monolithic Power Systems, Inc.",42506544600,2543912000,660852000,1861310000,38.22,706303000
YUM,"Yum! Brands, Inc.",42379700779,7908000000,2446000000,1432000000,5.07,1534000000
FNV,Franco-Nevada Corporation,41911128556,1334500000,901500000,785000000,4.07,-937600000
CHTR,"Charter Communications, Inc.",37343975026,55222000000,13240000000,5264000000,36.53,5213000000
EBAY,eBay Inc.,41650980000,10470000000,2238000000,2184000000,4.52,1409000000
CCI,Crown Castle Inc.,41504651514,5422000000,-2934000000,-4638000000,-10.67,2396000000
ETR,Entergy Corporation,41181236615,12307128000,3333006000,1760077000,4.03,-2570548000
PEG,Public Service Enterprise Group Incorporated,41074263754,11134000000,2700000000,1980000000,3.96,-644000000
RKT,"Rocket Companies, Inc.",4987536400,4813875000,151712000,-308000,-0.04,-2208282000
HMC,"Honda Motor Co., Ltd.",16613724757,149338238950,6548573275,4405020718,2.98,-176645387
FER,Ferrovial SE,40774792547,9529166667,3646044060,3373958333,4.66,1033182636
KMB,Kimberly-Clark Corporation,40553461822,18883000000,3063000000,2430000000,7.26,2102000000
CCEP,Coca-Cola Europacific Partners PLC,41134804884,24283720930,2724642303,1825581395,3.88,2398716933
CCL,Carnival Corporation & plc,39699613780,25972000000,4216000000,2525000000,1.85,3176000000
TGT,Target Corporation,39918965152,105640000000,5424000000,3928000000,8.58,2945000000
CUK,Carnival Corporation & plc,36327025696,25972000000,4216000000,2525000000,1.91,3176000000
VMC,Vulcan Materials Company,39543439248,7594600000,1522100000,951100000,7.15,1168400000
TKO,"TKO Group Holdings, Inc.",16348525789,3900711000,827802000,210914000,2.43,806520000
HLN,Haleon plc,39961997652,14041250000,2966560968,1802500000,0.39,2758121734
RMD,ResMed Inc.,39571538537,5146327000,1685363000,1400723000,9.51,1661723000
UI,Ubiquiti Inc.,39328293576,2573545000,836280000,711922000,11.76,627441000
SYY,Sysco Corporation,39998425703,81370000000,3088000000,1828000000,3.73,1818000000
HEI.A,HEICO Corporation,38839066624,3511107000,728178000,443293000,4.56,493253000
ROK,"Rockwell Automation, Inc.",38630210121,8061500000,1248700000,970100000,8.52,1320400000
HSY,The Hershey Company,38138049311,11295171000,2114343000,1529814000,7.53,1652654000
LYV,"Live Nation Entertainment, Inc.",37526637825,23721438000,968248000,547869000,2.31,1080991000
TRGP,Targa Resources Corp.,37484268700,17078700000,3005600000,1534600000,6.97,428800000
HIG,"The Hartford Insurance Group, Inc.",37426759130,27427000000,4254000000,3224000000,11.03,5716000000
TME,Tencent Music Entertainment Group,36151881573,4210152990,1573579817,1424200278,0.92,1253722538
CCJ,Cameco Corporation,37260457800,2177619444,366417247,119342361,0.27,498524961
DAL,"Delta Air Lines, Inc.",37348648594,61924000000,5785000000,4485000000,6.90,2332000000
WDC,Western Digital Corporation,37087574188,9520000000,2334000000,1840000000,5.12,1284000000
LVS,Las Vegas Sands Corp.,37075359260,11615000000,2471000000,1412000000,1.98,629000000
MLM,"Martin Marietta Materials, Inc.",37012206281,6684000000,1540000000,1101000000,18.08,963000000
PRU,"Prudential Financial, Inc.",36752455837,59209000000,2064000000,1631000000,4.54,2083000000
CAH,"Cardinal Health, Inc.",36705450287,222578000000,2316000000,1561000000,6.45,1850000000
ALC,Alcon Inc.,36546048000,10025000000,1222000000,1073000000,2.15,1618000000
FICO,Fair Isaac Corporation,36456272660,1928927000,884872000,632623000,25.57,747911000
GFI,Gold Fields Limited,36561730400,5201600000,2005100000,1245000000,1.38,1607000000
ABEV,Ambev S.A.,36073080890,13271913947,4098751801,2142017804,0.14,4027228325
WEC,"WEC Energy Group, Inc.",36322622676,9306700000,2317000000,1663200000,5.22,154100000
VG,"Venture Global, Inc.",36000250250,8445000000,2901000000,1288000000,-1727.14,
ED,"Consolidated Edison, Inc.",35928118867,16154000000,2819000000,1935000000,5.51,-278000000
ONC,BeOne Medicines AG,34842273380,4562002000,-100703000,-177641000,-0.14,229515000
CSGP,"CoStar Group, Inc.",35582393904,2915500000,-6300000,104200000,0.25,1000000
OTIS,Otis Worldwide Corporation,35471911197,14168000000,2175000000,1513000000,3.79,1382000000
PUK,Prudential plc,36190424272,12072000000,3004000000,2285000000,1.68,3508000000
RJF,"Raymond James Financial, Inc.",35029770743,13800000000,2743000000,2128000000,10.19,1954000000
A,"Agilent Technologies, Inc.",34984052025,6788000000,1444000000,1220000000,4.27,1088000000
XYL,Xylem Inc.,34814887675,8730000000,1083000000,938000000,3.84,887000000
MCHP,Microchip Technology Incorporated,34766164148,4235800000,109300000,-178400000,-0.34,725600000
KDP,Keurig Dr Pepper Inc.,34640099615,15759000000,2664000000,1536000000,1.12,1591000000
VICI,VICI Properties Inc.,34625026692,3926259000,3632216000,2756178000,2.61,2446050000
VRSK,"Verisk Analytics, Inc.",34519377885,2986500000,1312200000,916100000,6.49,1020400000
AU,AngloGold Ashanti plc,34474044569,4501000000,545000000,297000000,0.71,874000000
CHT,"Chunghwa Telecom Co., Ltd.",33954343549,7986561478,1574009273,1281692713,1.65,1618083731
ACGL,Arch Capital Group Ltd.,33918260410,19156000000,4293000000,3694000000,9.68,6127000000
EQT,EQT Corporation,33736521420,7206098000,2129893000,1143858000,2.00,2121766000
WAB,Westinghouse Air Brake Technologies Corporation,33621361321,10562000000,1713000000,1153000000,6.71,1451000000
FIS,"Fidelity National Information Services, Inc.",33557599786,10317000000,1739000000,112000000,0.19,1828000000
SOFI,"SoFi Technologies, Inc.",33504653798,3057949000,363178000,561597000,0.50,-3029362000
WTW,Willis Towers Watson Public Limited Company,33350682643,9808000000,935000000,137000000,1.36,1179000000
GEHC,GE HealthCare Technologies Inc.,33082485201,19966000000,2757000000,2241000000,4.88,1565000000
SLF,Sun Life Financial Inc.,33142889892,24952554745,3652983785,2356934307,4.12,2970384533
PCG,PG&E Corporation,32901625908,24453000000,4365000000,2351000000,1.09,-2165000000
ALAB,"Astera Labs, Inc.",32874821509,605549000,42307000,100158000,0.67,210374000
STT,State Street Corporation,32826381659,13403000000,3676000000,2637000000,8.91,-11795000000
CTSH,Cognizant Technology Solutions Corporation,32712759860,20486000000,3159000000,2436000000,4.92,2352000000
IR,Ingersoll Rand Inc.,32710341985,7364300000,1114000000,522600000,1.28,1304400000
LEN,Lennar Corporation,32447369185,35371977000,3974244000,3255863000,12.08,340101000
NRG,"NRG Energy, Inc.",32606630293,29367000000,1276000000,455000000,2.17,1394000000
LEN.B,Lennar Corporation,32447367168,35776308000,5477250000,4143928000,10.11,3962662000
BBD,Banco Bradesco S.A.,34904161760,11555317953,-2422846306,2559777448,0.23,9065987818
BBDO,Banco Bradesco S.A.,30356043712,11555317953,-2425406664,2559777448,0.35,9075568357
CVE,Cenovus Energy Inc.,31983505003,38452554745,2707160529,1953284672,1.03,2133457636
DD,"DuPont de Nemours, Inc.",31897837063,12607000000,790000000,-194000000,-0.47,1322000000
NUE,Nucor Corporation,31705731294,30805745000,1980390000,1295942000,5.56,-338227000
UAL,"United Airlines Holdings, Inc.",31696609324,57987000000,5004000000,3310000000,9.99,4159000000
HPE,Hewlett Packard Enterprise Company,31649455080,33075000000,769000000,1136000000,0.84,569000000
VTR,"Ventas, Inc.",31358512248,5302339000,705501000,191210000,0.46,-1374261000
FMX,"Fomento Económico Mexicano, S.A.B. de C.V.",20283011980,37504078695,3836660686,1282869482,0.64,1613845563
KVUE,Kenvue Inc.,31511129400,15141000000,2387000000,1418000000,0.75,1633000000
EFX,Equifax Inc.,31471532376,5840200000,1081800000,639700000,5.12,917000000
MTB,M&T Bank Corporation,31275735901,8904000000,4150000000,2544000000,15.44,2961000000
EL,The Estée Lauder Companies Inc.,31189484204,14326000000,-785000000,-1133000000,-3.15,673000000
EXR,Extra Space Storage Inc.,29679422426,3308315000,1445471000,976303000,4.61,919320000
BRO,"Brown & Brown, Inc.",30932658909,5058000000,1535000000,1006000000,3.47,1286000000
KHC,The Kraft Heinz Company,30832759551,25310000000,-6919000000,-5271000000,-4.49,3494000000
SYM,Symbotic Inc.,30939526088,2193031000,-82356000,-10478000,-0.08,172725000
HUM,Humana Inc.,30663326004,123110000000,3297000000,1576000000,13.05,2446000000
IQV,IQVIA Holdings Inc.,30525200000,15700000000,2178000000,1237000000,6.90,2010000000
FITB,Fifth Third Bancorp,30069537268,7992000000,2954000000,2183000000,3.23,3767000000
TSCO,Tractor Supply Company,29952868332,15148457000,1469897000,1087288000,2.04,984742000
KB,KB Financial Group Inc.,29438046629,18330761142,32189855288,3536365599,8.86,2750809392
IRM,Iron Mountain Incorporated,29809496349,6443114000,1047792000,41343000,0.14,-966113000
KEYS,"Keysight Technologies, Inc.",29790340325,5243000000,889000000,544000000,3.15,1415000000
RYAAY,Ryanair Holdings plc,12269652066,15161413043,1827418074,1751739130,3.16,2185394965
QSR,Restaurant Brands International Inc.,21277958017,9106000000,2123000000,859000000,2.64,1354000000
IBKR,"Interactive Brokers Group, Inc.",29439730053,5659000000,4108000000,838000000,1.91,15087000000
CRCL,"Circle Internet Group, Inc.",29132116695,2165193000,,155667000,0.68,
KGC,Kinross Gold Corporation,29384837902,6073800000,2394000000,1529600000,1.24,2265100000
ODFL,"Old Dominion Freight Line, Inc.",29127202107,5638622000,1431831000,1095010000,5.12,803265000
ADM,Archer-Daniels-Midland Company,29116147670,82776000000,887000000,1099000000,2.27,4109000000
WDS,Woodside Energy Group Ltd,29093433219,13781000000,3969000000,2952000000,1.54,-160000000
IX,ORIX Corporation,6064985264,20271567680,3811237803,2570324586,2.19,
INSM,Insmed Incorporated,28964686926,398105000,-1004859000,-1034341000,-5.69,-868567000
DTE,DTE Energy Company,28919056836,14201000000,2123000000,1443000000,6.95,-642000000
TEF,"Telefónica, S.A.",28409639106,43036458333,824435180,-51041667,-0.06,6418397922
WRB,W. R. Berkley Corporation,28780735615,14286154000,2390194000,1760594000,4.39,3434478000
EME,"EMCOR Group, Inc.",28674635623,15638715000,1486070000,1105261000,24.09,1213269000
NTR,Nutrien Ltd.,28579699292,25965000000,2662000000,1363000000,2.79,1713000000
ROL,"Rollins, Inc.",28317515375,3570470000,683404000,489325000,1.01,631557000
FIX,"Comfort Systems USA, Inc.",28378988731,7684775000,938210000,692242000,19.45,566744000
WIT,Wipro Limited,27723822263,10380183742,1696271224,1565600651,0.15,
CLS,Celestica Inc.,28043818520,10587200000,714600000,523900000,4.48,339600000
MT,ArcelorMittal S.A.,28094325695,62441000000,3310000000,1339000000,1.69,1015000000
SYF,Synchrony Financial,27733169628,9185000000,4241000000,3203000000,8.23,9876000000
AVB,"AvalonBay Communities, Inc.",27744755667,2980931000,899380000,1159873000,8.13,-460496000
BR,"Broadridge Financial Solutions, Inc.",27642519520,6889100000,1188600000,839500000,7.10,1127500000
AEE,Ameren Corporation,27608852628,8432000000,1625000000,1227000000,4.57,-1623000000
VOD,Vodafone Group Public Limited Company,28542636202,40704347826,-998394142,-4071739130,-1.73,12942839887
EXPE,"Expedia Group, Inc.",26341480236,14018000000,1393000000,1113000000,8.16,1997000000
AWK,"American Water Works Company, Inc.",26603640460,4942000000,2134000000,1083000000,5.55,-1058000000
OWL,Blue Owl Capital Inc.,27519186937,2618831000,455174000,75404000,0.11,1041567000
HUBS,"HubSpot, Inc.",27282384634,2847902000,-72526000,-11922000,-0.22,513970000
FOXA,Fox Corporation,27245100232,16300000000,2879000000,2263000000,4.91,2993000000
LPLA,LPL Financial Holdings Inc.,27242997154,14125777000,1815942000,1117874000,14.61,-5375000
SMCI,"Super Micro Computer, Inc.",27230352442,21972042000,1252994000,1048854000,1.68,1532310000
PPL,PPL Corporation,27154999723,8806000000,1889000000,988000000,1.34,-616000000
K,Kellanova,27097337448,12643000000,1855000000,1335000000,3.82,650000000
PSTG,"Pure Storage, Inc.",26952362013,3350401000,75854000,139197000,0.41,549347000
TDY,Teledyne Technologies Incorporated,27059821081,5909400000,1045300000,859000000,18.37,953000000
ATO,Atmos Energy Corporation,27040195535,4623219000,1525486000,1157879000,7.24,-1373760000
ERIC,Telefonaktiebolaget LM Ericsson (publ),27293044075,22473254760,484356990,1813237,0.00,4540461657
NBIS,Nebius Group N.V.,24101983755,237200000,-467800000,243500000,0.76,
VIK,Viking Holdings Ltd,26738793302,5805889000,1256801000,812349000,1.85,778828000
GIS,"General Mills, Inc.",27534552292,19156000000,4199100000,2919500000,5.29,2099800000
STLA,Stellantis N.V.,26662922631,171908235294,-5699245457,-2812941176,-0.94,-15621023049
VRSN,"VeriSign, Inc.",26567272305,1598200000,1085000000,799500000,8.38,950000000
DXCM,"DexCom, Inc.",26313618281,4300800000,687200000,571500000,1.44,570800000
TW,Tradeweb Markets Inc.,24243515300,1934907000,751810000,558290000,2.59,951703000
FWONK,Formula One Group,34740695536,3866000000,328000000,-2514000000,1.01,275000000
FE,FirstEnergy Corp.,26231460585,14050000000,3989000000,1308000000,2.27,-983000000
CQP,"Cheniere Energy Partners, L.P.",26153120086,9959000000,3180000000,2452000000,4.11,2574000000
FWONA,Formula One Group,35147847409,3866000000,328000000,-2514000000,1.01,275000000
VLTO,Veralto Corporation,25965069736,5362000000,1251000000,893000000,3.58,943000000
FIG,"Figma, Inc.",25791556378,893423000,,155318000,-5.16,
MDB,"MongoDB, Inc.",25905173715,2218189000,-165286000,-78624000,-0.93,239902000
FOX,Fox Corporation,25157073850,16300000000,2879000000,2263000000,4.91,2993000000
ES,Eversource Energy,25892706178,12991135000,2549682000,857979000,2.32,-1013398000
PHM,"PulteGroup, Inc.",25875576830,17694541000,3535076000,2742435000,13.36,1317897000
PHG,Koninklijke Philips N.V.,24904884295,18771875000,620196118,-731250000,-0.78,423234024
HBAN,Huntington Bancshares Incorporated,25414275121,7255000000,2598000000,1988000000,1.35,1936000000
CBOE,"Cboe Global Markets, Inc.",25469788458,4531800000,1298900000,896300000,8.52,-113100000
NTRS,Northern Trust Corporation,25493169914,7851000000,2281500000,1691800000,8.51,1759200000
EQR,Equity Residential,24643881618,3044764000,856040000,1010087000,2.65,17951000
CNP,"CenterPoint Energy, Inc.",25337685915,8982000000,1973000000,936000000,1.43,-3028000000
ZM,Zoom Communications Inc.,25791506756,4753621000,971230000,1188110000,3.80,1845290000
NOK,Nokia Oyj,25070077518,20020833333,2344304302,1330208333,0.32,2928328085
EXE,Expand Energy Corporation,25188668045,8535000000,460000000,206000000,-0.05,1192000000
HPQ,HP Inc.,24965886440,54711000000,3206000000,2640000000,2.74,2843000000
GRAB,Grab Holdings Limited,24155102920,3072000000,71000000,111000000,0.02,751000000
FTS,Fortis Inc.,25013812000,8666423358,2464503181,1240145985,2.48,-1002753262
STM,STMicroelectronics N.V.,25485025272,11855000000,620000000,650000000,0.69,-181000000
MTD,Mettler-Toledo International Inc.,24810101747,3866627000,1089408000,829752000,39.44,848802000
AFRM,"Affirm Holdings, Inc.",24547114911,3224412000,-87274000,52186000,0.15,601720000
